Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured MUR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
IGD-POL-669288,25-06-2017,02-Apr-25,15,25-Jun-17,CUST-642670,4896432.08,69296.11,Annually,No,0.0,4374.54,AGT-2345,June,Q2,2017,25-Jun-18,CLM-278048,TR-ENDD989,SGT-IGMU-9812,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-583389,25-10-2017,07-Mar-25,20,25-Oct-17,CUST-173919,5142870.41,38052.42,Quarterly,No,0.0,3865.22,AGT-2345,October,Q4,2017,25-Oct-18,CLM-388168,TR-UNCD988,UGM-IGMU-9834,Surrendered,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-276075,22-10-2017,09-Jan-25,15,22-Oct-17,CUST-275439,2914060.02,49331.78,Annually,Yes,862320.44,7884.25,AGT-1498,October,Q4,2017,22-Oct-18,CLM-986670,TR-WHCD968,IPM-IGMU-9832,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-924634,04-10-2017,08-Jun-25,15,04-Oct-17,CUST-554426,4026569.78,71870.66,Annually,No,0.0,4254.46,AGT-5467,October,Q4,2017,04-Oct-18,CLM-928846,TR-ENDD989,ILG-IGMU-9829,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-195788,05-01-2017,12-Nov-25,25,05-Jan-17,CUST-228356,1887663.44,26918.26,Annually,No,0.0,3470.0,AGT-2345,January,Q1,2017,05-Jan-18,CLM-859136,TR-WHCD968,IPM-IGMU-9832,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-822983,05-11-2017,09-Jan-25,25,05-Nov-17,CUST-206105,2617556.36,12867.49,Annually,Yes,1666801.91,1141.77,AGT-5945,November,Q4,2017,05-Nov-18,CLM-337776,TR-WHCD968,FPP-IGMU-9813,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-933906,02-05-2017,28-Dec-25,20,02-May-17,CUST-537859,3216892.71,55779.2,Monthly,Yes,2054066.21,3231.47,AGT-3567,May,Q2,2017,02-May-18,CLM-595218,TR-WHCD968,IPM-IGMU-9832,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-989101,20-04-2017,21-Nov-25,20,20-Apr-17,CUST-500496,3041337.61,54033.15,Quarterly,No,0.0,2585.56,AGT-3488,April,Q2,2017,20-Apr-18,CLM-924409,TR-ENDD989,ILG-IGMU-9829,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-130772,02-04-2017,01-Oct-25,10,02-Apr-17,CUST-381249,914638.21,42643.35,Annually,Yes,417795.31,7365.38,AGT-2941,April,Q2,2017,02-Apr-18,CLM-169470,TR-WHCD968,WLS-IGMU-9814,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-737455,12-11-2017,06-Jul-23,15,12-Nov-17,CUST-398595,2342245.14,45326.87,Annually,Yes,1027361.49,5533.12,AGT-1800,November,Q4,2017,12-Nov-18,CLM-153992,TR-UNCD988,RSP-IGMU-9856,Surrendered,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-571830,01-11-2017,17-Jun-25,25,01-Nov-17,CUST-266486,2085030.79,21124.5,Annually,No,0.0,3024.75,AGT-4594,November,Q4,2017,01-Nov-18,CLM-538591,TR-WHCD968,IPM-IGMU-9832,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-710762,22-03-2017,08-Feb-25,10,22-Mar-17,CUST-290272,4480340.87,77855.49,Annually,No,0.0,10905.16,AGT-4456,March,Q1,2017,22-Mar-18,CLM-162147,TR-WHCD968,FPP-IGMU-9813,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-877276,16-03-2017,04-Dec-25,20,16-Mar-17,CUST-629986,3552109.05,6318.09,Monthly,Yes,920717.15,1124.42,AGT-3465,March,Q1,2017,16-Mar-18,CLM-643876,TR-WHCD968,WLS-IGMU-9814,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-125080,13-03-2017,14-Aug-25,20,13-Mar-17,CUST-218723,4802257.58,49665.75,Annually,Yes,1329148.59,7410.64,AGT-3150,March,Q1,2017,13-Mar-18,CLM-501403,TR-UNCD988,UGM-IGMU-9834,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-168288,17-03-2017,21-Aug-25,20,17-Mar-17,CUST-322570,2877494.08,18559.78,Monthly,No,0.0,1847.01,AGT-5980,March,Q1,2017,17-Mar-18,CLM-135258,TR-ENDD989,SGT-IGMU-9812,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-866764,05-09-2017,26-Jun-19,15,05-Sep-17,CUST-335668,4621408.9,28972.87,Annually,No,0.0,2745.33,AGT-7898,September,Q3,2017,05-Sep-18,CLM-982445,TR-UNCD988,UGM-IGMU-9834,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-728545,22-02-2017,04-Apr-25,5,22-Feb-17,CUST-685079,4142121.02,58679.96,Monthly,Yes,1152254.03,8877.47,AGT-6578,February,Q1,2017,22-Feb-18,CLM-213902,TR-ENDD989,SGT-IGMU-9812,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-288584,28-12-2017,26-Aug-19,5,28-Dec-17,CUST-163182,901901.24,48646.69,Quarterly,No,0.0,8860.42,AGT-1800,December,Q4,2017,28-Dec-18,CLM-358858,TR-WHCD968,IPM-IGMU-9832,Surrendered,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-487632,12-09-2017,24-May-25,10,12-Sep-17,CUST-887904,3721511.24,3978.83,Annually,No,0.0,420.01,AGT-5980,September,Q3,2017,12-Sep-18,CLM-239680,TR-UNCD988,UGM-IGMU-9834,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-866228,06-01-2017,14-Jul-25,15,06-Jan-17,CUST-713041,4773479.62,57731.19,Monthly,Yes,2285976.61,7480.79,AGT-2345,January,Q1,2017,06-Jan-18,CLM-550247,TR-WHCD968,WLS-IGMU-9814,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-730304,25-11-2017,06-Jun-25,10,25-Nov-17,CUST-221919,4465546.12,23773.86,Monthly,Yes,2269203.36,2539.85,AGT-7898,November,Q4,2017,25-Nov-18,CLM-372932,TR-ENDD989,WBM-IGMU-9833,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-418518,17-02-2017,13-Sep-25,15,17-Feb-17,CUST-795983,1078755.44,70699.34,Quarterly,Yes,368525.05,11576.22,AGT-4594,February,Q1,2017,17-Feb-18,CLM-250250,TR-ENDD989,SGT-IGMU-9812,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-803478,09-03-2017,07-Nov-25,25,09-Mar-17,CUST-724659,3178285.74,48529.7,Quarterly,No,0.0,4464.95,AGT-2109,March,Q1,2017,09-Mar-18,CLM-590286,TR-ENDD989,WBM-IGMU-9833,Active,Black River,RMW8C6P3,ZMW3T7P8
IGD-POL-397505,19-03-2017,06-Aug-25,25,19-Mar-17,CUST-640038,3871522.62,32899.74,Annually,No,0.0,3533.45,AGT-3894,March,Q1,2017,19-Mar-18,CLM-474650,TR-WHCD968,IPM-IGMU-9832,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-241933,03-06-2017,23-Oct-18,10,03-Jun-17,CUST-980364,3517155.81,64404.63,Annually,Yes,1767305.51,4059.56,AGT-3567,June,Q2,2017,03-Jun-18,CLM-914376,TR-UNCD988,RSP-IGMU-9856,Surrendered,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-299238,11-04-2017,22-Aug-25,25,11-Apr-17,CUST-576263,3411446.4,62843.61,Quarterly,Yes,985032.67,10993.54,AGT-3150,April,Q2,2017,11-Apr-18,CLM-816268,TR-ENDD989,ILG-IGMU-9829,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-967092,13-03-2017,09-Jul-25,5,13-Mar-17,CUST-652796,2075165.69,49049.28,Quarterly,No,0.0,5673.94,AGT-3150,March,Q1,2017,13-Mar-18,CLM-686522,TR-ENDD989,WBM-IGMU-9833,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-563137,17-12-2017,02-May-21,20,17-Dec-17,CUST-170283,1824890.39,44632.49,Monthly,No,0.0,6527.17,AGT-4594,December,Q4,2017,17-Dec-18,CLM-507994,TR-WHCD968,IPM-IGMU-9832,Surrendered,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-990189,07-09-2017,22-Apr-25,10,07-Sep-17,CUST-771815,3784307.05,48243.31,Quarterly,Yes,1953466.57,4340.5,AGT-4509,September,Q3,2017,07-Sep-18,CLM-416342,TR-UNCD988,UGM-IGMU-9834,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-214969,18-10-2017,24-Nov-25,20,18-Oct-17,CUST-706049,3749353.03,23226.95,Annually,No,0.0,2973.37,AGT-4456,October,Q4,2017,18-Oct-18,CLM-149707,TR-WHCD968,IPM-IGMU-9832,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-592138,22-12-2017,15-Sep-22,15,22-Dec-17,CUST-108854,1995935.45,64918.76,Monthly,Yes,960950.16,3208.92,AGT-3488,December,Q4,2017,22-Dec-18,CLM-119682,TR-ENDD989,WBM-IGMU-9833,Surrendered,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-454774,06-05-2017,11-Sep-25,5,06-May-17,CUST-247271,586665.91,61926.44,Quarterly,Yes,180505.67,4629.9,AGT-3488,May,Q2,2017,06-May-18,CLM-696090,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-631625,03-07-2017,13-Nov-25,20,03-Jul-17,CUST-163989,3184974.3,14754.01,Monthly,No,0.0,1903.95,AGT-1465,July,Q3,2017,03-Jul-18,CLM-666316,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-727475,23-09-2017,05-May-20,25,23-Sep-17,CUST-887874,3594065.24,38913.31,Quarterly,No,0.0,6023.83,AGT-2941,September,Q3,2017,23-Sep-18,CLM-705117,TR-ENDD989,ILG-IGMU-9829,Surrendered,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-157835,27-08-2017,28-Aug-25,15,27-Aug-17,CUST-130354,723510.36,71302.02,Monthly,Yes,321429.02,6007.1,AGT-4594,August,Q3,2017,27-Aug-18,CLM-157755,TR-ENDD989,WBM-IGMU-9833,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-946254,08-04-2017,26-Sep-19,10,08-Apr-17,CUST-703680,4699882.28,28535.42,Annually,No,0.0,3358.17,AGT-6578,April,Q2,2017,08-Apr-18,CLM-387493,TR-ENDD989,WBM-IGMU-9833,Lapsed,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-251402,15-12-2017,07-Mar-25,10,15-Dec-17,CUST-212024,4935875.81,3746.92,Annually,Yes,2235940.24,300.0,AGT-2345,December,Q4,2017,15-Dec-18,CLM-609187,TR-UNCD988,RSP-IGMU-9856,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-621172,23-10-2017,27-Jun-25,10,23-Oct-17,CUST-589158,4662493.34,49605.07,Monthly,Yes,2106753.52,8603.33,AGT-3567,October,Q4,2017,23-Oct-18,CLM-330388,TR-WHCD968,IPM-IGMU-9832,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-368191,04-04-2017,02-May-19,25,04-Apr-17,CUST-512504,3038065.41,54016.47,Quarterly,Yes,1509071.07,9346.27,AGT-4456,April,Q2,2017,04-Apr-18,CLM-372137,TR-WHCD968,IPM-IGMU-9832,Surrendered,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-535412,06-04-2017,09-Jan-25,20,06-Apr-17,CUST-365066,5227494.89,62465.68,Annually,No,0.0,6840.21,AGT-2345,April,Q2,2017,06-Apr-18,CLM-878996,TR-WHCD968,WLS-IGMU-9814,Surrendered,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-642663,09-06-2017,07-Mar-20,20,09-Jun-17,CUST-730309,4676918.58,17303.95,Monthly,Yes,2315793.33,2474.44,AGT-3567,June,Q2,2017,09-Jun-18,CLM-982765,TR-WHCD968,IPM-IGMU-9832,Surrendered,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-546904,02-09-2017,15-May-21,10,02-Sep-17,CUST-820047,4586194.86,74507.18,Quarterly,No,0.0,5445.57,AGT-1900,September,Q3,2017,02-Sep-18,CLM-608967,TR-WHCD968,FPP-IGMU-9813,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-675393,01-02-2017,23-Aug-25,25,01-Feb-17,CUST-217868,352981.69,25806.56,Annually,No,0.0,2266.6,AGT-4594,February,Q1,2017,01-Feb-18,CLM-160017,TR-WHCD968,IPM-IGMU-9832,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-304183,08-12-2017,11-Jul-25,15,08-Dec-17,CUST-872321,4469145.32,15538.55,Quarterly,No,0.0,1407.0,AGT-5980,December,Q4,2017,08-Dec-18,CLM-897291,TR-WHCD968,WLS-IGMU-9814,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-702421,11-01-2017,26-Jul-24,10,11-Jan-17,CUST-941828,2897481.47,29749.4,Quarterly,Yes,716133.41,2684.54,AGT-6578,January,Q1,2017,11-Jan-18,CLM-115267,TR-WHCD968,WLS-IGMU-9814,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-907102,24-11-2017,20-Apr-25,20,24-Nov-17,CUST-250840,662714.35,42403.96,Monthly,No,0.0,7009.92,AGT-2109,November,Q4,2017,24-Nov-18,CLM-145988,TR-ENDD989,SGT-IGMU-9812,Active,Black River,RMW8C6P3,ZMW3T7P8
IGD-POL-358249,22-08-2017,09-Sep-25,20,22-Aug-17,CUST-260965,1505683.45,45977.03,Annually,Yes,671793.25,4576.19,AGT-4980,August,Q3,2017,22-Aug-18,CLM-646120,TR-ENDD989,WBM-IGMU-9833,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-663959,19-07-2017,11-Jul-25,5,19-Jul-17,CUST-381469,4941400.6,76519.19,Monthly,Yes,1975356.94,12057.66,AGT-4594,July,Q3,2017,19-Jul-18,CLM-642248,TR-UNCD988,UGM-IGMU-9834,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-900419,15-02-2017,19-May-25,5,15-Feb-17,CUST-667735,1676081.5,60497.93,Quarterly,Yes,673773.69,6943.88,AGT-1900,February,Q1,2017,15-Feb-18,CLM-738136,TR-WHCD968,FPP-IGMU-9813,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-523678,14-03-2017,22-Oct-25,15,14-Mar-17,CUST-463688,4304745.57,36482.46,Annually,No,0.0,1909.18,AGT-1465,March,Q1,2017,14-Mar-18,CLM-557839,TR-ENDD989,WBM-IGMU-9833,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-428865,01-08-2017,24-Feb-25,15,01-Aug-17,CUST-938649,3714639.02,41158.06,Monthly,Yes,1864191.77,5550.15,AGT-3150,August,Q3,2017,01-Aug-18,CLM-101608,TR-WHCD968,WLS-IGMU-9814,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-317874,12-04-2017,23-Dec-25,20,12-Apr-17,CUST-623898,1293277.83,13121.28,Annually,No,0.0,1635.54,AGT-4456,April,Q2,2017,12-Apr-18,CLM-870832,TR-ENDD989,ILG-IGMU-9829,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-520834,10-06-2017,28-Nov-25,5,10-Jun-17,CUST-331552,2432301.64,66808.92,Monthly,No,0.0,8892.52,AGT-2941,June,Q2,2017,10-Jun-18,CLM-102885,TR-WHCD968,WLS-IGMU-9814,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-279636,11-12-2017,15-Nov-25,5,11-Dec-17,CUST-277357,2829783.98,79438.2,Monthly,Yes,785365.07,12940.57,AGT-6578,December,Q4,2017,11-Dec-18,CLM-542004,TR-WHCD968,IPM-IGMU-9832,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-940250,20-04-2017,07-Jan-25,20,20-Apr-17,CUST-121703,1866989.46,73933.58,Annually,No,0.0,10337.72,AGT-1498,April,Q2,2017,20-Apr-18,CLM-853427,TR-WHCD968,IPM-IGMU-9832,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-724822,03-01-2017,08-Aug-25,20,03-Jan-17,CUST-193589,1616058.6,68459.79,Annually,No,0.0,4949.73,AGT-5467,January,Q1,2017,03-Jan-18,CLM-522397,TR-ENDD989,SGT-IGMU-9812,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-355067,08-09-2017,18-Dec-25,10,08-Sep-17,CUST-126521,3170287.08,32223.71,Quarterly,Yes,1369785.3,4813.92,AGT-1900,September,Q3,2017,08-Sep-18,CLM-198411,TR-ENDD989,SGT-IGMU-9812,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-417308,13-08-2017,18-Feb-25,20,13-Aug-17,CUST-992319,4071028.75,5661.82,Monthly,Yes,2623068.04,1222.29,AGT-4980,August,Q3,2017,13-Aug-18,CLM-473107,TR-WHCD968,IPM-IGMU-9832,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-532478,23-05-2017,12-Aug-25,10,23-May-17,CUST-703304,1611607.44,1500.0,Annually,No,0.0,538.08,AGT-4509,May,Q2,2017,23-May-18,CLM-620748,TR-UNCD988,RSP-IGMU-9856,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-411761,13-07-2017,20-May-20,20,13-Jul-17,CUST-810029,1752188.18,21985.01,Annually,Yes,627252.99,2654.76,AGT-3894,July,Q3,2017,13-Jul-18,CLM-253392,TR-ENDD989,WBM-IGMU-9833,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-951641,09-09-2017,07-Oct-25,25,09-Sep-17,CUST-360064,3234384.69,53556.09,Monthly,No,0.0,3915.94,AGT-3488,September,Q3,2017,09-Sep-18,CLM-699401,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-296619,19-03-2017,17-Mar-25,10,19-Mar-17,CUST-377271,2963032.78,43493.79,Monthly,No,0.0,4777.55,AGT-3465,March,Q1,2017,19-Mar-18,CLM-758022,TR-WHCD968,WLS-IGMU-9814,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-114040,09-08-2017,23-Oct-25,10,09-Aug-17,CUST-241985,1723752.86,66807.35,Quarterly,No,0.0,11958.54,AGT-1800,August,Q3,2017,09-Aug-18,CLM-341725,TR-WHCD968,IPM-IGMU-9832,Active,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-635501,09-01-2017,20-Feb-25,5,09-Jan-17,CUST-506356,2213392.2,31660.69,Monthly,Yes,770876.8,5666.57,AGT-3488,January,Q1,2017,09-Jan-18,CLM-525220,TR-WHCD968,IPM-IGMU-9832,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-804897,26-11-2017,09-Oct-25,5,26-Nov-17,CUST-191211,2083564.91,64145.33,Quarterly,Yes,1249025.1,3581.13,AGT-4456,November,Q4,2017,26-Nov-18,CLM-311424,TR-ENDD989,ILG-IGMU-9829,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-591834,02-09-2017,27-May-25,10,02-Sep-17,CUST-792751,3511920.09,63223.69,Annually,No,0.0,3318.35,AGT-3894,September,Q3,2017,02-Sep-18,CLM-136014,TR-UNCD988,RSP-IGMU-9856,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-472117,03-12-2017,02-Mar-25,20,03-Dec-17,CUST-704946,2976341.43,42788.56,Quarterly,Yes,876796.02,2712.92,AGT-7898,December,Q4,2017,03-Dec-18,CLM-496303,TR-WHCD968,WLS-IGMU-9814,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-557482,03-01-2017,02-Sep-20,10,03-Jan-17,CUST-787657,2913216.18,42603.22,Quarterly,No,0.0,5258.46,AGT-5980,January,Q1,2017,03-Jan-18,CLM-328103,TR-WHCD968,FPP-IGMU-9813,Lapsed,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-303862,21-02-2017,15-Jul-25,10,21-Feb-17,CUST-826351,1679134.93,24962.23,Quarterly,Yes,874871.28,4298.19,AGT-4509,February,Q1,2017,21-Feb-18,CLM-222929,TR-WHCD968,IPM-IGMU-9832,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-857378,18-07-2017,04-Oct-21,25,18-Jul-17,CUST-240647,3168089.15,56732.48,Quarterly,Yes,2021334.75,9469.54,AGT-2109,July,Q3,2017,18-Jul-18,CLM-348374,TR-UNCD988,RSP-IGMU-9856,Surrendered,Black River,RMW8C6P3,ZMW3T7P8
IGD-POL-307021,07-10-2017,02-Nov-25,25,07-Oct-17,CUST-646109,4059132.8,77328.57,Quarterly,Yes,2341839.95,11933.73,AGT-2345,October,Q4,2017,07-Oct-18,CLM-673680,TR-UNCD988,RSP-IGMU-9856,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-364071,04-02-2017,04-Jul-23,15,04-Feb-17,CUST-392736,2921203.97,66698.7,Annually,No,0.0,7848.68,AGT-3150,February,Q1,2017,04-Feb-18,CLM-920740,TR-ENDD989,SGT-IGMU-9812,Surrendered,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-717765,19-03-2017,18-Feb-25,5,19-Mar-17,CUST-552855,556959.7,79207.74,Monthly,Yes,343504.44,6556.75,AGT-1465,March,Q1,2017,19-Mar-18,CLM-772307,TR-WHCD968,WLS-IGMU-9814,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-167752,22-08-2017,26-Nov-20,5,22-Aug-17,CUST-549112,2241585.83,31827.33,Monthly,Yes,1235063.41,2886.1,AGT-3488,August,Q3,2017,22-Aug-18,CLM-104420,TR-ENDD989,SGT-IGMU-9812,Surrendered,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-142162,19-02-2017,25-Dec-25,25,19-Feb-17,CUST-880373,3636736.27,25409.04,Monthly,Yes,1433403.7,1252.96,AGT-3150,February,Q1,2017,19-Feb-18,CLM-721958,TR-ENDD989,SGT-IGMU-9812,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-949756,16-12-2017,22-Feb-19,20,16-Dec-17,CUST-346965,1693864.57,67656.03,Monthly,Yes,705866.72,11475.75,AGT-1909,December,Q4,2017,16-Dec-18,CLM-273768,TR-WHCD968,WLS-IGMU-9814,Surrendered,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-595794,08-04-2017,23-Apr-25,25,08-Apr-17,CUST-378711,1686937.52,40690.8,Annually,No,0.0,5499.47,AGT-3150,April,Q2,2017,08-Apr-18,CLM-727906,TR-ENDD989,SGT-IGMU-9812,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-424947,05-11-2017,17-Aug-25,25,05-Nov-17,CUST-115069,4795475.59,26844.55,Quarterly,Yes,1729088.6,4459.91,AGT-4456,November,Q4,2017,05-Nov-18,CLM-134606,TR-WHCD968,IPM-IGMU-9832,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-278683,27-09-2017,04-May-25,10,27-Sep-17,CUST-191853,2802013.74,46073.46,Quarterly,No,0.0,5727.17,AGT-6578,September,Q3,2017,27-Sep-18,CLM-902764,TR-UNCD988,UGM-IGMU-9834,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-315214,17-11-2017,07-Nov-25,20,17-Nov-17,CUST-948920,1877347.11,6873.71,Annually,No,0.0,871.76,AGT-3465,November,Q4,2017,17-Nov-18,CLM-938961,TR-ENDD989,SGT-IGMU-9812,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-433486,14-06-2017,24-Sep-25,10,14-Jun-17,CUST-230748,1091091.47,62906.09,Monthly,Yes,534025.2,4980.05,AGT-5467,June,Q2,2017,14-Jun-18,CLM-272013,TR-ENDD989,WBM-IGMU-9833,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-602022,27-06-2017,26-Feb-18,5,27-Jun-17,CUST-394331,2531511.29,1500.0,Quarterly,Yes,1267144.77,300.0,AGT-4509,June,Q2,2017,27-Jun-18,CLM-502945,TR-WHCD968,IPM-IGMU-9832,Surrendered,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-220148,26-11-2017,15-Feb-25,20,26-Nov-17,CUST-953618,193120.38,49734.15,Quarterly,Yes,60180.79,3096.37,AGT-5980,November,Q4,2017,26-Nov-18,CLM-377439,TR-UNCD988,UGM-IGMU-9834,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-592649,22-04-2017,14-May-25,25,22-Apr-17,CUST-987386,5036878.9,48347.31,Annually,Yes,2131010.52,7336.26,AGT-3150,April,Q2,2017,22-Apr-18,CLM-376143,TR-UNCD988,RSP-IGMU-9856,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-429516,06-08-2017,07-Jul-25,15,06-Aug-17,CUST-377312,358556.8,77979.98,Monthly,Yes,207554.08,6127.46,AGT-3567,August,Q3,2017,06-Aug-18,CLM-270813,TR-WHCD968,FPP-IGMU-9813,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-211658,13-08-2017,14-Jan-25,10,13-Aug-17,CUST-804758,1819218.59,71808.19,Monthly,No,0.0,12103.33,AGT-1800,August,Q3,2017,13-Aug-18,CLM-551152,TR-UNCD988,UGM-IGMU-9834,Active,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-524415,06-08-2017,06-Aug-25,10,06-Aug-17,CUST-761817,1288737.3,15124.93,Monthly,Yes,717625.61,1061.97,AGT-3150,August,Q3,2017,06-Aug-18,CLM-935825,TR-WHCD968,IPM-IGMU-9832,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-166715,20-11-2017,03-Aug-25,20,20-Nov-17,CUST-183927,1927997.79,26318.82,Annually,Yes,667206.37,2476.13,AGT-7898,November,Q4,2017,20-Nov-18,CLM-518339,TR-UNCD988,UGM-IGMU-9834,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-116200,17-02-2017,03-Sep-21,5,17-Feb-17,CUST-268871,3880965.07,35765.23,Monthly,Yes,1269725.2,2222.19,AGT-7898,February,Q1,2017,17-Feb-18,CLM-441814,TR-WHCD968,FPP-IGMU-9813,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-301076,04-06-2017,23-Dec-21,15,04-Jun-17,CUST-628498,3923823.36,64735.96,Monthly,Yes,1377076.93,10797.82,AGT-3150,June,Q2,2017,04-Jun-18,CLM-239731,TR-ENDD989,WBM-IGMU-9833,Surrendered,Savanne,RMS4B9K2,ZMS5Q4R2
